Date,Temp (°C),Humidity (%),Season,Solar Energy (kWh),Precipitation (mm),Population,Total Usage (kWh),Urban Usage (kWh),Rural Usage (kWh),Urban Household (kWh),Urban Industrial (kWh),Urban Commercial (kWh),Urban Others (kWh),Rural Household (kWh),Rural Industrial (kWh),Rural Commercial (kWh),Rural Others (kWh),Period,Adjusted Total Usage (kWh)
2023-08-13,24.0,84.9,Monsoon,17.1,0.0,3130000.0,3612.749059147549,2528.924341403284,1083.824717744265,758.6773024209851,632.231085350821,505.7848682806568,126.4462170701642,487.7211229849193,270.95617943606624,216.764943548853,108.3824717744265,,
2023-08-14,24.8,81.8,Monsoon,18.2,0.0,3130000.0,3573.290973977821,2501.3036817844745,1071.9872921933463,750.3911045353424,625.3259204461186,500.2607363568949,125.06518408922372,482.39428148700586,267.9968230483366,214.39745843866928,107.19872921933464,,
2023-08-15,24.1,85.0,Monsoon,14.5,0.0,3130000.0,3522.840635460562,2465.9884448223934,1056.8521906381688,739.796533446718,616.4971112055983,493.1976889644787,123.29942224111969,475.583485787176,264.2130476595422,211.37043812763375,105.68521906381687,,
2023-08-16,24.6,83.3,Monsoon,16.6,0.0,3130000.0,3529.6846077467376,2470.779225422716,1058.9053823240215,741.2337676268148,617.694806355679,494.1558450845432,123.5389612711358,476.5074220458097,264.7263455810054,211.7810764648043,105.89053823240216,,
2023-08-17,23.9,85.3,Monsoon,16.5,0.0,3130000.0,3489.038731076075,2442.327111753252,1046.7116193228226,732.6981335259757,610.581777938313,488.4654223506504,122.1163555876626,471.0202286952702,261.67790483070564,209.3423238645645,104.67116193228226,,
2023-08-18,24.1,84.8,Monsoon,12.3,0.0,3130000.0,3663.084328547016,2564.159029982911,1098.9252985641049,769.2477089948733,641.0397574957277,512.8318059965821,128.20795149914554,494.5163843538472,274.7313246410262,219.78505971282095,109.89252985641048,,
2023-08-19,23.6,87.7,Monsoon,8.2,0.0,3130000.0,3584.710916789369,2509.2976417525583,1075.413275036811,752.7892925257675,627.3244104381396,501.8595283505117,125.46488208762791,483.935973766565,268.85331875920275,215.0826550073622,107.5413275036811,,
2023-08-20,23.9,88.0,Monsoon,16.1,0.0,3130000.0,3402.4786799424296,2381.7350759597007,1020.743603982729,714.5205227879102,595.4337689899252,476.34701519194016,119.08675379798504,459.33462179222806,255.18590099568223,204.14872079654583,102.07436039827292,,
2023-08-21,24.3,85.1,Monsoon,16.6,0.0,3130000.0,3546.4038753908144,2482.48271277357,1063.9211626172444,744.7448138320709,620.6206781933925,496.496542554714,124.1241356386785,478.76452317776,265.9802906543111,212.78423252344888,106.39211626172444,,
2023-08-22,23.7,87.7,Monsoon,16.0,0.0,3130000.0,3664.308146759763,2565.015702731834,1099.2924440279292,769.5047108195503,641.2539256829585,513.0031405463668,128.2507851365917,494.68159981256815,274.8231110069823,219.85848880558584,109.92924440279292,,
2023-08-23,24.2,83.9,Monsoon,17.0,0.0,3130000.0,3467.707546629473,2427.395282640631,1040.312263988842,728.2185847921893,606.8488206601578,485.4790565281263,121.36976413203156,468.1405187949789,260.0780659972105,208.0624527977684,104.0312263988842,,
2023-08-24,24.1,86.3,Monsoon,16.8,0.0,3130000.0,3535.32473336642,2474.7273133564936,1060.597420009926,742.418194006948,618.6818283391234,494.94546267129874,123.73636566782469,477.2688390044667,265.1493550024815,212.11948400198523,106.0597420009926,,
2023-08-25,23.8,89.8,Monsoon,12.9,0.0,3130000.0,3514.1718570541266,2459.920299937889,1054.251557116238,737.9760899813667,614.9800749844723,491.9840599875778,122.99601499689446,474.4132007023071,263.5628892790595,210.8503114232476,105.4251557116238,,
2023-08-26,23.8,89.7,Monsoon,17.1,0.0,3130000.0,3606.316087075838,2524.4212609530864,1081.8948261227515,757.3263782859259,631.1053152382716,504.8842521906173,126.22106304765433,486.8526717552382,270.4737065306879,216.3789652245503,108.18948261227516,,
2023-08-27,24.1,87.5,Monsoon,15.1,0.0,3130000.0,3667.732535343252,2567.412774740276,1100.3197606029755,770.2238324220828,641.853193685069,513.4825549480552,128.3706387370138,495.143892271339,275.0799401507439,220.0639521205951,110.03197606029757,,
2023-08-28,23.9,87.1,Monsoon,15.0,0.0,3130000.0,3481.306727839608,2436.9147094877253,1044.3920183518826,731.0744128463176,609.2286773719313,487.3829418975451,121.84573547438627,469.9764082583472,261.09800458797065,208.8784036703765,104.43920183518829,,
2023-08-29,24.5,83.6,Monsoon,15.4,0.0,3130000.0,3614.61536439804,2530.230755078628,1084.3846093194122,759.0692265235884,632.557688769657,506.0461510157256,126.5115377539314,487.9730741937355,271.09615232985306,216.87692186388244,108.43846093194122,,
2023-08-30,25.2,79.5,Monsoon,19.8,0.0,3130000.0,3618.0363454371177,2532.625441805982,1085.4109036311354,759.7876325417946,633.1563604514955,506.5250883611964,126.6312720902991,488.4349066340109,271.35272590778385,217.08218072622708,108.54109036311354,,
2023-08-31,25.8,80.9,Monsoon,19.3,0.0,3130000.0,3676.72905503877,2573.710338527139,1103.0187165116313,772.1131015581417,643.4275846317847,514.7420677054278,128.68551692635694,496.3584224302341,275.7546791279078,220.60374330232628,110.30187165116314,,
2023-09-01,26.1,82.6,Autumn,20.1,0.0,3130000.0,4417.359986366,2999.0752888768766,1082.1144152121915,899.722586663063,749.7688222192191,599.8150577753753,149.95376444384382,486.95148684548616,270.5286038030479,216.42288304243831,108.21144152121916,,
2023-09-02,24.0,92.7,Autumn,10.5,0.0,3130000.0,4487.320925283753,2445.336019248405,1412.4816817189055,733.6008057745215,611.3340048121013,489.06720384968105,122.26680096242026,635.6167567735075,353.1204204297264,282.49633634378114,141.24816817189057,,
2023-09-03,24.0,87.9,Autumn,13.9,0.0,3130000.0,4193.7222749715465,2410.655921057519,1373.4589053067252,723.1967763172557,602.6639802643798,482.1311842115039,120.53279605287597,618.0565073880264,343.3647263266813,274.69178106134507,137.34589053067253,,
2023-09-04,24.3,83.5,Autumn,15.4,0.0,3130000.0,4502.3050975975,2904.781454672841,1429.6433833499225,871.4344364018523,726.1953636682102,580.9562909345682,145.23907273364205,643.3395225074652,357.4108458374806,285.9286766699845,142.96433833499225,,
2023-09-05,24.8,79.2,Autumn,20.3,0.0,3130000.0,4094.415370853681,2914.341567397103,1330.715390147086,874.3024702191309,728.5853918492758,582.8683134794206,145.71707836985516,598.8219255661887,332.6788475367715,266.1430780294172,133.0715390147086,,
2023-09-06,24.9,81.2,Autumn,18.5,0.0,3130000.0,4136.999823110247,3014.0527898289606,1281.1347931121136,904.2158369486882,753.5131974572402,602.8105579657921,150.70263949144802,576.5106569004512,320.2836982780284,256.2269586224227,128.11347931121136,,
2023-09-07,23.0,89.9,Autumn,4.7,0.0,3130000.0,3996.91417189135,3105.3856055022834,1194.9693379440466,931.615681650685,776.3464013755708,621.0771211004567,155.26928027511417,537.736202074821,298.74233448601166,238.9938675888093,119.49693379440468,,
2023-09-08,22.5,95.5,Autumn,4.4,0.0,3130000.0,3405.145757670173,3362.67168334662,1422.1066141014592,1008.801505003986,840.667920836655,672.534336669324,168.133584167331,639.9479763456567,355.5266535253648,284.42132282029183,142.21066141014592,,
2023-09-09,23.5,92.0,Autumn,9.4,0.0,3130000.0,3526.513192155536,2889.2735833897136,1392.6752388303482,866.7820750169141,722.3183958474284,577.8547166779427,144.4636791694857,626.7038574736567,348.16880970758706,278.5350477660697,139.26752388303484,,
2023-09-10,24.5,86.4,Autumn,13.1,0.0,3130000.0,3413.9902476719044,2690.10422545388,1030.2849159470986,807.031267636164,672.52605636347,538.0208450907761,134.50521127269403,463.6282121761944,257.57122898677466,206.05698318941973,103.02849159470986,,
2023-09-11,24.8,85.1,Autumn,14.2,0.0,3130000.0,4304.28940312441,3176.562306008497,1021.9621872557368,952.9686918025492,794.1405765021243,635.3124612016995,158.82811530042488,459.8829842650816,255.4905468139342,204.39243745114737,102.19621872557369,,
2023-09-12,24.6,82.8,Autumn,18.9,0.0,3130000.0,3830.349427661299,2636.409492453321,1176.5242675085387,790.9228477359962,659.1023731133303,527.2818984906643,131.82047462266607,529.4359203788424,294.1310668771347,235.30485350170773,117.65242675085388,,
2023-09-13,24.7,82.3,Autumn,17.5,0.0,3130000.0,4116.158614885596,2809.614722562594,1368.1681955752265,842.8844167687782,702.4036806406485,561.9229445125188,140.4807361281297,615.6756880088519,342.0420488938066,273.6336391150453,136.81681955752265,,
2023-09-14,24.2,82.6,Autumn,19.2,0.0,3130000.0,4703.326601929746,2438.237306119807,1446.1885464380955,731.471191835942,609.5593265299517,487.6474612239614,121.91186530599036,650.784845897143,361.5471366095239,289.2377092876191,144.61885464380956,,
2023-09-15,24.4,81.7,Autumn,16.3,0.0,3130000.0,3734.600665645866,2383.531586639611,1076.7282847738106,715.0594759918832,595.8828966599027,476.7063173279222,119.17657933198056,484.5277281482148,269.18207119345266,215.34565695476212,107.67282847738107,,
2023-09-16,24.0,86.1,Autumn,8.9,0.0,3130000.0,3971.664069690908,3349.07018998328,1272.620996624995,1004.721056994984,837.26754749582,669.8140379966561,167.45350949916403,572.6794484812478,318.1552491562488,254.52419932499905,127.26209966249952,,
2023-09-17,24.1,86.8,Autumn,14.5,0.0,3130000.0,4479.618627226459,3218.5853594043665,1178.478934969873,965.57560782131,804.6463398510916,643.7170718808734,160.92926797021835,530.3155207364429,294.61973374246827,235.69578699397465,117.84789349698733,,
2023-09-18,24.4,86.5,Autumn,14.8,0.0,3130000.0,3704.4413040087534,3074.3610438937767,1438.5236135913597,922.3083131681328,768.5902609734442,614.8722087787554,153.71805219468885,647.3356261161118,359.6309033978399,287.704722718272,143.85236135913598,,
2023-09-19,24.6,86.5,Autumn,15.4,0.0,3130000.0,3481.0233546831905,2778.6917846726155,1382.1039107805414,833.6075354017846,694.6729461681539,555.7383569345232,138.9345892336308,621.9467598512437,345.52597769513534,276.42078215610826,138.21039107805413,,
2023-09-20,24.9,86.4,Autumn,14.9,0.0,3130000.0,3794.141046777184,2535.9327274480684,1380.4305886410862,760.7798182344205,633.9831818620171,507.1865454896137,126.79663637240344,621.1937648884888,345.10764716027154,276.08611772821723,138.04305886410862,,
2023-09-21,24.9,88.9,Autumn,10.3,0.0,3130000.0,3604.994188826489,2518.567537524127,1217.2422782186263,755.5702612572381,629.6418843810318,503.71350750482543,125.92837687620636,547.7590251983819,304.3105695546566,243.44845564372528,121.72422782186264,,
2023-09-22,24.1,91.1,Autumn,8.1,0.0,3130000.0,4735.895165416269,2615.199778780702,1193.4579012623196,784.5599336342107,653.7999446951756,523.0399557561404,130.7599889390351,537.0560555680438,298.3644753155799,238.69158025246395,119.34579012623198,,
2023-09-23,23.3,94.7,Autumn,3.9,0.0,3130000.0,4556.980285581165,2923.191975091298,1131.0265255241477,876.9575925273894,730.7979937728245,584.6383950182596,146.1595987545649,508.9619364858665,282.7566313810369,226.2053051048296,113.10265255241478,,
2023-09-24,23.7,92.2,Autumn,8.2,0.0,3130000.0,4299.8647663349,3093.5438358660995,1035.2104803268044,928.0631507598298,773.3859589665249,618.7087671732199,154.67719179330498,465.844716147062,258.8026200817011,207.04209606536088,103.52104803268044,,
2023-09-25,24.2,89.1,Autumn,7.5,0.0,3130000.0,4650.192659188827,3037.5062527992804,1392.082981719446,911.251875839784,759.3765631998201,607.5012505598561,151.87531263996402,626.4373417737507,348.0207454298615,278.41659634388924,139.20829817194462,,
2023-09-26,24.0,89.1,Autumn,13.8,0.0,3130000.0,4550.434098792743,2645.7853722097434,1369.204658838391,793.735611662923,661.4463430524359,529.1570744419487,132.28926861048717,616.1420964772759,342.30116470959774,273.8409317676782,136.9204658838391,,
2023-09-27,23.6,93.1,Autumn,9.1,0.0,3130000.0,3642.2978092061626,3341.052548868161,1451.6812934631823,1002.3157646604484,835.2631372170403,668.2105097736322,167.05262744340806,653.2565820584321,362.9203233657956,290.3362586926365,145.16812934631824,,
2023-09-28,24.9,86.6,Autumn,13.5,0.0,3130000.0,4681.241383180183,3117.5468926205563,1450.32115247275,935.2640677861668,779.3867231551391,623.5093785241113,155.87734463102782,652.6445186127376,362.5802881181875,290.06423049455003,145.03211524727502,,
2023-09-29,24.5,89.2,Autumn,14.7,0.0,3130000.0,4161.442475751529,2928.473851929468,1255.535989236226,878.5421555788404,732.118462982367,585.6947703858935,146.4236925964734,564.9911951563017,313.8839973090565,251.1071978472452,125.5535989236226,,
2023-09-30,24.7,87.7,Autumn,16.0,0.0,3130000.0,4555.979257477234,2987.5690135136174,1349.8174941033733,896.2707040540852,746.8922533784043,597.5138027027235,149.37845067568088,607.417872346518,337.4543735258433,269.96349882067466,134.98174941033733,,
2023-10-01,24.5,90.3,Autumn,7.6,0.0,3130000.0,4686.439569256227,2789.659702092663,1427.4208701304783,836.8979106277989,697.4149255231657,557.9319404185326,139.48298510463314,642.3393915587153,356.8552175326196,285.4841740260957,142.74208701304784,,
2023-10-02,23.5,87.6,Autumn,8.2,0.0,3130000.0,3835.717132636966,2612.612185898544,1385.4276114232364,783.7836557695631,653.153046474636,522.5224371797088,130.6306092949272,623.4424251404564,346.3569028558091,277.0855222846473,138.54276114232366,,
2023-10-03,24.9,82.3,Autumn,16.5,0.0,3130000.0,3529.692611695992,2724.1152148400133,1119.5218978585012,817.234564452004,681.0288037100033,544.8230429680027,136.20576074200068,503.7848540363256,279.8804744646253,223.90437957170025,111.95218978585012,,
2023-10-04,25.8,80.3,Autumn,18.1,0.0,3130000.0,3703.17129633782,3138.0971588590533,1209.2297678357988,941.429147657716,784.5242897147633,627.6194317718107,156.90485794295267,544.1533955261095,302.3074419589497,241.84595356715977,120.92297678357988,,
2023-10-05,25.3,76.7,Autumn,22.6,0.0,3130000.0,3996.2766247271225,2372.24418797573,1067.3434416975174,711.6732563927189,593.0610469939325,474.448837595146,118.61220939878648,480.3045487638829,266.83586042437935,213.4686883395035,106.73434416975176,,
2023-10-06,25.2,76.6,Autumn,22.5,0.0,3130000.0,4571.5410082051,2476.986949323262,1431.5201836609217,743.0960847969785,619.2467373308154,495.3973898646524,123.8493474661631,644.1840826474148,357.8800459152304,286.3040367321844,143.15201836609216,,
2023-10-07,25.7,76.4,Autumn,19.4,0.0,3130000.0,4634.402225196614,2404.805730327453,1277.9381984894285,721.4417190982359,601.2014325818633,480.96114606549065,120.24028651637266,575.0721893202428,319.4845496223571,255.5876396978857,127.79381984894286,,
2023-10-08,26.2,72.7,Autumn,19.3,0.0,3130000.0,3377.969457915728,2399.3729889721644,1111.263802198339,719.8118966916493,599.8432472430411,479.8745977944329,119.96864944860825,500.0687109892525,277.8159505495847,222.25276043966775,111.12638021983388,,
2023-10-09,26.1,73.2,Autumn,16.6,0.0,3130000.0,4119.361747843601,3238.652772453399,1306.866924440921,971.5958317360196,809.6631931133497,647.7305544906799,161.93263862266997,588.0901159984144,326.7167311102302,261.3733848881842,130.6866924440921,,
2023-10-10,26.0,69.8,Autumn,18.8,0.0,3130000.0,3982.006694428099,3082.276206909879,1283.2155285367403,924.6828620729636,770.5690517274697,616.4552413819758,154.11381034549396,577.4469878415332,320.8038821341851,256.64310570734807,128.32155285367404,,
2023-10-11,25.9,71.9,Autumn,17.5,0.0,3130000.0,3694.595680420854,2845.8777852643384,1168.4448173426686,853.7633355793015,711.4694463160846,569.1755570528677,142.29388926321693,525.8001678042009,292.11120433566714,233.68896346853373,116.84448173426686,,
2023-10-12,26.0,73.1,Autumn,17.5,0.0,3130000.0,3544.134216613459,2458.198941087338,1060.4554809425451,737.4596823262013,614.5497352718345,491.6397882174677,122.90994705436692,477.2049664241453,265.1138702356363,212.09109618850903,106.04554809425451,,
2023-10-13,25.9,69.9,Autumn,18.2,0.0,3130000.0,3864.577989853711,2863.8453629924497,1306.8106401244183,859.1536088977349,715.9613407481124,572.76907259849,143.1922681496225,588.0647880559883,326.7026600311046,261.3621280248837,130.68106401244185,,
2023-10-14,25.5,68.9,Autumn,18.7,0.0,3130000.0,4755.338212336112,2845.154573826011,1240.029290649181,853.5463721478033,711.2886434565028,569.0309147652023,142.25772869130057,558.0131807921314,310.0073226622952,248.00585812983616,124.00292906491808,,
2023-10-15,26.0,69.0,Autumn,18.1,0.0,3130000.0,3843.3687291225,2535.8374917487768,1351.2880681419483,760.751247524633,633.9593729371942,507.16749834975536,126.79187458743884,608.0796306638767,337.8220170354871,270.25761362838966,135.12880681419483,,
2023-10-16,26.1,70.3,Autumn,17.2,0.0,3130000.0,4131.198413111216,2804.3406915435394,1239.9656286969937,841.3022074630618,701.0851728858848,560.8681383087079,140.21703457717695,557.9845329136472,309.9914071742484,247.99312573939875,123.99656286969936,,
2023-10-17,26.2,71.5,Autumn,18.4,0.0,3130000.0,4402.311508927094,2767.928768379651,1386.546381185638,830.3786305138952,691.9821920949128,553.5857536759303,138.39643841898257,623.9458715335371,346.6365952964095,277.3092762371276,138.6546381185638,,
2023-10-18,25.9,72.5,Autumn,18.2,0.0,3130000.0,3902.861204188373,2991.8227833768933,1253.9798156753768,897.546835013068,747.9556958442233,598.3645566753787,149.59113916884468,564.2909170539195,313.4949539188442,250.79596313507537,125.39798156753768,,
2023-10-19,25.8,74.8,Autumn,15.9,0.0,3130000.0,4797.827224196838,3011.646147584928,1257.9669195043296,903.4938442754784,752.911536896232,602.3292295169856,150.5823073792464,566.0851137769483,314.4917298760824,251.59338390086592,125.79669195043296,,
2023-10-20,25.8,75.6,Autumn,16.9,0.0,3130000.0,4784.090014967062,2404.0860481738364,1397.3504315218252,721.2258144521509,601.0215120434591,480.8172096347673,120.20430240869185,628.8076941848213,349.3376078804563,279.47008630436505,139.73504315218253,,
2023-10-21,25.8,71.8,Autumn,17.5,0.0,3130000.0,3738.265083920969,2743.316775133744,1188.4529537657895,822.9950325401232,685.829193783436,548.6633550267488,137.1658387566872,534.8038291946053,297.1132384414474,237.69059075315792,118.84529537657896,,
2023-10-22,25.7,67.0,Autumn,18.5,0.0,3130000.0,4099.496722648847,3002.1341984816527,1069.4872073037018,900.6402595444957,750.5335496204132,600.4268396963306,150.10670992408265,481.2692432866658,267.37180182592544,213.8974414607404,106.94872073037018,,
2023-10-23,24.9,64.3,Autumn,18.4,0.0,3130000.0,3810.515490949618,2875.71285749301,1023.02868181578,862.7138572479029,718.9282143732524,575.142571498602,143.7856428746505,460.362906817101,255.757170453945,204.605736363156,102.302868181578,,
2023-10-24,25.0,65.4,Autumn,17.7,0.0,3130000.0,3786.914008891568,3239.7130413177474,1343.702865355957,971.913912395324,809.9282603294369,647.9426082635496,161.9856520658874,604.6662894101808,335.9257163389893,268.7405730711914,134.3702865355957,,
2023-10-25,24.5,64.4,Autumn,18.0,0.0,3130000.0,3422.0219689850205,3035.957199614809,1284.178543172237,910.7871598844426,758.9892999037022,607.1914399229618,151.79785998074044,577.8803444275067,321.04463579305923,256.83570863444737,128.41785431722369,,
2023-10-26,24.0,59.7,Autumn,29.0,0.0,3130000.0,4264.782326007667,2525.2606891890623,1321.1617833461871,757.5782067567187,631.3151722972656,505.0521378378125,126.26303445945312,594.5228025057842,330.2904458365468,264.23235666923745,132.11617833461872,,
2023-10-27,23.3,54.3,Autumn,21.7,0.0,3130000.0,4107.48835080842,2430.1120164776926,1104.3419261548256,729.0336049433078,607.5280041194231,486.02240329553854,121.50560082388463,496.9538667696716,276.0854815387064,220.86838523096517,110.43419261548256,,
2023-10-28,22.9,58.6,Autumn,21.6,0.0,3130000.0,3443.495479460097,3019.1924972730367,1070.5274535526653,905.757749181911,754.7981243182592,603.8384994546074,150.95962486365184,481.73735409869937,267.6318633881663,214.10549071053308,107.05274535526654,,
2023-10-29,22.9,61.8,Autumn,20.5,0.0,3130000.0,3777.7987842034113,2384.727121843037,1016.7428228583138,715.418136552911,596.1817804607592,476.9454243686074,119.23635609215184,457.5342702862412,254.1857057145785,203.3485645716628,101.6742822858314,,
2023-10-30,23.3,60.4,Autumn,20.6,0.0,3130000.0,4704.355866843596,2960.8421164904803,1165.1005030517035,888.2526349471441,740.2105291226201,592.1684232980961,148.042105824524,524.2952263732666,291.2751257629259,233.0201006103407,116.51005030517037,,
2023-10-31,23.6,59.1,Autumn,18.4,0.0,3130000.0,3720.281358258365,3325.97655350488,1270.7610104528728,997.792966051464,831.49413837622,665.195310700976,166.298827675244,571.8424547037928,317.6902526132182,254.15220209057455,127.07610104528727,,
2023-11-01,22.6,60.7,Autumn,20.9,0.0,3130000.0,3580.967999225106,2950.2303301242705,1183.4911900670847,885.0690990372811,737.5575825310676,590.0460660248541,147.51151650621352,532.5710355301882,295.8727975167712,236.69823801341693,118.34911900670848,,
2023-11-02,22.8,65.8,Autumn,20.5,0.0,3130000.0,4088.0243902134416,2757.2825707282914,1203.4599146274547,827.1847712184874,689.3206426820728,551.4565141456583,137.86412853641457,541.5569615823547,300.8649786568637,240.69198292549092,120.34599146274547,,
2023-11-03,23.2,68.0,Autumn,19.8,0.0,3130000.0,4818.236120892635,3020.087618820456,1409.493499271579,906.0262856461368,755.021904705114,604.0175237640913,151.00438094102282,634.2720746722106,352.3733748178947,281.8986998543158,140.9493499271579,,
2023-11-04,24.0,67.1,Autumn,19.1,0.0,3130000.0,3723.9506537112734,2829.4771461856003,1164.070921013124,848.8431438556801,707.3692865464001,565.8954292371201,141.47385730928002,523.8319144559058,291.017730253281,232.8141842026248,116.4070921013124,,
2023-11-05,24.3,66.6,Autumn,18.3,0.0,3130000.0,4356.863032174466,2919.4733335654,1237.239899007677,875.84200006962,729.86833339135,583.89466671308,145.97366667827,556.7579545534546,309.30997475191924,247.4479798015354,123.7239899007677,,
2023-11-06,23.3,58.8,Autumn,19.4,0.0,3130000.0,4488.549085774177,3327.248318572599,1356.2921259946274,998.1744955717796,831.8120796431498,665.4496637145198,166.36241592862996,610.3314566975823,339.07303149865686,271.2584251989255,135.62921259946276,,
2023-11-07,24.1,65.8,Autumn,17.9,0.0,3130000.0,3717.449461751931,2755.152994584881,1185.3890153000232,826.5458983754643,688.7882486462203,551.0305989169763,137.75764972924406,533.4250568850105,296.3472538250058,237.07780306000464,118.53890153000232,,
2023-11-08,24.4,75.2,Autumn,13.9,0.0,3130000.0,4439.392353482183,3347.5684138446827,1284.9631265981889,1004.2705241534048,836.8921034611707,669.5136827689366,167.37842069223416,578.233406969185,321.2407816495472,256.9926253196378,128.4963126598189,,
2023-11-09,24.8,77.9,Autumn,15.3,0.0,3130000.0,3908.973599742938,3290.0460260012524,1391.0416669140302,987.0138078003756,822.5115065003131,658.0092052002506,164.50230130006264,625.9687501113136,347.76041672850755,278.2083333828061,139.10416669140304,,
2023-11-10,24.5,80.0,Autumn,16.1,0.0,3130000.0,4298.249042614576,2559.1073748721647,1429.520081345654,767.7322124616494,639.7768437180412,511.8214749744329,127.95536874360825,643.2840366055443,357.3800203364135,285.9040162691308,142.9520081345654,,
2023-11-11,24.7,75.7,Autumn,17.6,0.0,3130000.0,4300.050122438659,2428.868189391207,1075.2522214868015,728.6604568173622,607.2170473478018,485.7736378782415,121.44340946956036,483.86349966906073,268.8130553717004,215.05044429736031,107.52522214868016,,
2023-11-12,24.4,68.8,Autumn,17.9,0.0,3130000.0,4156.192405834492,2461.2314802161613,1419.3955212783694,738.3694440648484,615.3078700540403,492.2462960432323,123.06157401080807,638.7279845752663,354.84888031959235,283.8791042556739,141.93955212783695,,
2023-11-13,23.9,67.0,Autumn,17.4,0.0,3130000.0,3500.6103382408264,2376.1878734179145,1227.5832251272243,712.8563620253743,594.0469683544786,475.2375746835829,118.80939367089572,552.412451307251,306.8958062818061,245.5166450254449,122.75832251272244,,
2023-11-14,23.7,69.4,Autumn,18.3,0.0,3130000.0,4596.981882188114,2454.7055637849726,1124.3324379090172,736.4116691354917,613.6763909462431,490.9411127569945,122.73527818924865,505.9495970590578,281.0831094772543,224.86648758180343,112.43324379090171,,
2023-11-15,22.7,66.1,Autumn,19.5,0.0,3130000.0,3839.803202794872,3061.002900349721,1213.0228340664178,918.3008701049164,765.2507250874303,612.2005800699443,153.05014501748607,545.860275329888,303.25570851660444,242.60456681328355,121.30228340664178,,
2023-11-16,21.9,65.0,Autumn,19.6,0.0,3130000.0,3642.22194970545,2430.750595257776,1442.990630653804,729.2251785773327,607.687648814444,486.1501190515552,121.5375297628888,649.3457837942118,360.747657663451,288.5981261307608,144.2990630653804,,
2023-11-17,21.9,67.2,Autumn,19.4,0.0,3130000.0,3427.7438920238706,2686.003439366568,1227.8047623801783,805.8010318099704,671.500859841642,537.2006878733135,134.3001719683284,552.5121430710802,306.9511905950446,245.56095247603568,122.78047623801784,,
2023-11-18,22.3,69.7,Autumn,18.6,0.0,3130000.0,4237.305236223469,3227.748563404436,1155.4602733868046,968.3245690213308,806.937140851109,645.5497126808873,161.38742817022182,519.9571230240621,288.86506834670115,231.0920546773609,115.54602733868046,,
2023-11-19,23.9,71.1,Autumn,16.0,0.0,3130000.0,4364.852154321568,2381.3901441447115,1289.9581486273553,714.4170432434134,595.3475360361779,476.2780288289423,119.06950720723556,580.4811668823099,322.4895371568388,257.99162972547106,128.99581486273553,,
2023-11-20,24.1,72.1,Autumn,15.5,0.0,3130000.0,3392.149491579688,3196.425572313364,1116.3421143066455,958.9276716940092,799.106393078341,639.2851144626728,159.8212786156682,502.3539514379905,279.0855285766614,223.2684228613291,111.63421143066456,,
2023-11-21,23.6,65.3,Autumn,18.8,0.0,3130000.0,4121.342181503084,2647.7641264002013,1043.814053043565,794.3292379200603,661.9410316000503,529.5528252800403,132.38820632001008,469.7163238696043,260.95351326089127,208.76281060871304,104.38140530435652,,
2023-11-22,22.6,65.7,Autumn,17.9,0.0,3130000.0,3701.053073023512,2479.142174377837,1067.2199615072652,743.7426523133511,619.7855435944592,495.8284348755674,123.95710871889185,480.2489826782694,266.8049903768163,213.44399230145305,106.72199615072653,,
2023-11-23,23.0,70.1,Autumn,15.5,0.0,3130000.0,4317.184247498635,3075.14699125179,1066.8518152290146,922.5440973755368,768.7867478129475,615.0293982503581,153.75734956258952,480.0833168530566,266.71295380725365,213.37036304580292,106.68518152290147,,
2023-11-24,23.4,76.0,Autumn,14.5,0.0,3130000.0,3624.338770285268,3005.3100187643604,1077.3842432930685,901.593005629308,751.3275046910901,601.0620037528721,150.26550093821805,484.82290948188086,269.3460608232671,215.4768486586137,107.73842432930684,,
2023-11-25,24.0,77.1,Autumn,14.0,0.0,3130000.0,4384.532608997883,3261.327409939582,1071.6116053883677,978.3982229818746,815.3318524848955,652.2654819879165,163.06637049697912,482.2252224247655,267.9029013470919,214.3223210776736,107.16116053883678,,
2023-11-26,24.1,78.3,Autumn,13.8,0.0,3130000.0,3936.8639524216974,3114.635875716417,1293.2577543539885,934.3907627149252,778.6589689291043,622.9271751432834,155.73179378582086,581.9659894592949,323.3144385884971,258.65155087079773,129.32577543539887,,
2023-11-27,23.2,84.1,Autumn,14.1,0.0,3130000.0,4746.244053758396,3185.106963364927,1090.618792396857,955.532089009478,796.2767408412318,637.0213926729855,159.25534816824637,490.7784565785857,272.6546980992143,218.12375847937145,109.06187923968572,,
2023-11-28,23.1,82.9,Autumn,14.6,0.0,3130000.0,3570.116419796763,2647.949341535156,1162.9282783999254,794.3848024605467,661.987335383789,529.5898683070312,132.3974670767578,523.3177252799665,290.73206959998134,232.58565567998508,116.29282783999254,,
2023-11-29,22.8,79.1,Autumn,16.2,0.0,3130000.0,3869.6567959303447,2540.2028474250287,1406.2396339284116,762.0608542275086,635.0507118562572,508.0405694850058,127.01014237125143,632.8078352677852,351.5599084821029,281.24792678568235,140.62396339284118,,
2023-11-30,23.3,77.6,Autumn,15.5,0.0,3130000.0,3534.727883097843,3130.647918011879,1219.5682299239627,939.1943754035636,782.6619795029698,626.1295836023759,156.53239590059397,548.8057034657833,304.8920574809907,243.9136459847925,121.95682299239628,,
